season,raceName,driverRef,first_set,stint_1,second_set,stint_2,third_set,stint_3,fourth_set,stint_4,fifth_set,stint_5,sixth_set,stint_6,total
2017,Singapore Grand Prix,Pascal Wehrlein,Wet,2,Wet,19,Intermediate,7,Ultra soft,9,,19,,,56
2017,Singapore Grand Prix,Kevin Magnussen,Wet,11,Intermediate,13,Ultra soft,14,Ultra soft,,,,,,38
2017,Singapore Grand Prix,Nico Hulkenberg,Wet,12,Intermediate,16,Ultra soft,10,Ultra soft,,,,,,38
2017,Singapore Grand Prix,Marcus Ericsson,Wet,2,Wet,11,Intermediate,14,Soft,,,4,,,31
2017,Singapore Grand Prix,Daniil Kvyat,Intermediate,,,,,,,,,,,,0
2017,Singapore Grand Prix,Fernando Alonso,Wet,,,,,,,,,,,,0
2017,Singapore Grand Prix,Max Verstappen,Intermediate,,,,,,,,,,,,0
2017,Singapore Grand Prix,Sebastian Vettel,Intermediate,,,,,,,,,,,,0
2017,Singapore Grand Prix,Kimi Raikkonen,Intermediate,,,,,,,,,,,,0
2015,Spanish Grand Prix,Nico Rosberg,Medium,15,Medium,30,Hard,21,,,,,,,66
2015,Spanish Grand Prix,Lewis Hamilton,Medium,13,Medium,19,Hard,19,Medium,15,,,,,66
2015,Spanish Grand Prix,Sebastian Vettel,Medium,14,Medium,26,Hard,26,,,,,,,66
2015,Spanish Grand Prix,Valtteri Bottas,Medium,15,Medium,27,Hard,24,,,,,,,66
2015,Spanish Grand Prix,Kimi Raikkonen,Medium,17,Hard,24,Medium,25,,,,,,,66
2015,Spanish Grand Prix,Felipe Massa,Medium,14,Medium,18,Hard,15,Medium,19,,,,,66
2015,Spanish Grand Prix,Daniel Ricciardo,Medium,13,Medium,29,Hard,23,,,,,,,65
2015,Spanish Grand Prix,Romain Grosjean,Medium,15,Medium,25,Hard,25,,,,,,,65
2015,Spanish Grand Prix,Carlos Sainz,Medium,14,Hard,28,Medium,23,,,,,,,65
2015,Spanish Grand Prix,Daniil Kvyat,Medium,11,Medium,27,Hard,27,,,,,,,65
2015,Spanish Grand Prix,Max Verstappen,Medium,13,Hard,24,Hard,28,,,,,,,65
2015,Spanish Grand Prix,Felipe Nasr,Medium,12,Medium,27,Hard,26,,,,,,,65
2015,Spanish Grand Prix,Sergio Perez,Medium,19,Hard,17,Medium,29,,,,,,,65
2015,Spanish Grand Prix,Marcus Ericsson,Medium,18,Medium,27,Hard,20,,,,,,,65
2015,Spanish Grand Prix,Nico Hulkenberg,Medium,10,Medium,16,Medium,23,Hard,16,,,,,65
2015,Spanish Grand Prix,Jenson Button,Medium,11,Hard,16,Medium,17,Medium,21,,,,,65
2015,Spanish Grand Prix,Will Stevens,Medium,16,Medium,16,Hard,15,Medium,16,,,,,63
2015,Spanish Grand Prix,Roberto Merhi,Medium,17,Medium,13,Hard,19,Medium,13,,,,,62
2015,Spanish Grand Prix,Pastor Maldonado,Medium,14,Medium,1,Medium,28,Hard,,,,,,43
2015,Spanish Grand Prix,Fernando Alonso,Medium,21,Hard,,,,,,,,,,21
2016,Spanish Grand Prix,Max Verstappen,Soft,12,Medium,22,Medium,32,,,,,,,66
2016,Spanish Grand Prix,Kimi Raikkonen,Soft,12,Medium,23,Medium,31,,,,,,,66
2016,Spanish Grand Prix,Sebastian Vettel,Soft,15,Medium,14,Soft,8,Medium,29,,,,,66
2016,Spanish Grand Prix,Daniel Ricciardo,Soft,11,Medium,17,Soft,15,Medium,22,Super soft,1,,,66
2016,Spanish Grand Prix,Valtteri Bottas,Soft,12,Medium,27,Medium,27,,,,,,,66
2016,Spanish Grand Prix,Carlos Sainz,Soft,10,Medium,28,Medium,28,,,,,,,66
2016,Spanish Grand Prix,Sergio Perez,Soft,9,Medium,26,Medium,31,,,,,,,66
2016,Spanish Grand Prix,Felipe Massa,Soft,8,Medium,17,Soft,16,Medium,25,,,,,66
2016,Spanish Grand Prix,Jenson Button,Soft,10,Medium,26,Medium,29,,,,,,,65
2016,Spanish Grand Prix,Daniil Kvyat,Soft,9,Medium,16,Medium,26,Soft,14,,,,,65
2016,Spanish Grand Prix,Esteban Gutierrez,Soft,16,Soft,14,Medium,35,,,,,,,65
2016,Spanish Grand Prix,Marcus Ericsson,Soft,9,Soft,15,Medium,16,Medium,25,,,,,65
2016,Spanish Grand Prix,Jolyon Palmer,Soft,11,Medium,22,Hard,32,,,,,,,65
2016,Spanish Grand Prix,Felipe Nasr,Soft,12,Medium,24,Medium,29,,,,,,,65
2016,Spanish Grand Prix,Kevin Magnussen,Soft,10,Medium,20,Hard,25,Soft,10,,,,,65
2016,Spanish Grand Prix,Pascal Wehrlein,Soft,11,Medium,22,Medium,32,,,,,,,65
2016,Spanish Grand Prix,Rio Haryanto,Medium,22,Medium,26,Soft,17,,,,,,,65
2016,Spanish Grand Prix,Romain Grosjean,Soft,15,Soft,14,Medium,8,Soft,,,,,,37
2016,Spanish Grand Prix,Fernando Alonso,Soft,11,Medium,28,Medium,,,,,,,,39
2016,Spanish Grand Prix,Nico Hulkenberg,Soft,10,Medium,,,,,,,,,,10
2016,Spanish Grand Prix,Lewis Hamilton,Soft,,,,,,,,,,,,0
2016,Spanish Grand Prix,Nico Rosberg,Soft,,,,,,,,,,,,0
2017,Spanish Grand Prix,Lewis Hamilton,Soft,21,Medium,15,Soft,30,,,,,,,66
2017,Spanish Grand Prix,Sebastian Vettel,Soft,14,Soft,23,Medium,29,,,,,,,66
2017,Spanish Grand Prix,Daniel Ricciardo,Soft,21,Medium,17,Soft,28,,,,,,,66
2017,Spanish Grand Prix,Sergio Perez,Soft,18,Soft,16,Medium,31,,,,,,,65
2017,Spanish Grand Prix,Esteban Ocon,Soft,16,Soft,18,Medium,31,,,,,,,65
2017,Spanish Grand Prix,Nico Hulkenberg,Soft,15,Soft,18,Medium,32,,,,,,,65
2017,Spanish Grand Prix,Pascal Wehrlein,Soft,33,Medium,32,,,,,,,,,65
2017,Spanish Grand Prix,Carlos Sainz,Soft,13,Soft,21,Medium,31,,,,,,,65
2017,Spanish Grand Prix,Daniil Kvyat,Medium,1,Soft,32,Soft,32,,,,,,,65
2017,Spanish Grand Prix,Romain Grosjean,Soft,19,Soft,15,Medium,31,,,,,,,65
2017,Spanish Grand Prix,Marcus Ericsson,Soft,18,Soft,14,Medium,32,,,,,,,64
2017,Spanish Grand Prix,Fernando Alonso,Soft,12,Soft,19,Medium,20,Soft,13,,,,,64
2017,Spanish Grand Prix,Felipe Massa,Soft,1,Soft,12,Soft,20,Medium,31,,,,,64
2017,Spanish Grand Prix,Kevin Magnussen,Soft,13,Soft,20,Medium,30,Soft,1,,,,,64
2017,Spanish Grand Prix,Jolyon Palmer,Medium,2,Soft,19,Soft,21,Soft,22,,,,,64
2017,Spanish Grand Prix,Lance Stroll,Soft,12,Soft,21,Medium,31,,,,,,,64
2017,Spanish Grand Prix,Valtteri Bottas,Soft,26,Medium,,,,,,,,,,26
2017,Spanish Grand Prix,Stoffel Vandoorne,Medium,12,Soft,,,,,,,,,,12
2017,Spanish Grand Prix,Max Verstappen,Soft,,,,,,,,,,,,0
2017,Spanish Grand Prix,Kimi Raikkonen,,,,,,,,,,,,,0
2015,United States Grand Prix,Lewis Hamilton,Intermediate ,18,Soft,25,Soft,13,,,,,,,56
2015,United States Grand Prix,Nico Rosberg,Intermediate,19,Soft,19,Soft,18,,,,,,,56
2015,United States Grand Prix,Sebastian Vettel,Intermediate,18,Soft,9,Medium,16,Soft,13,,,,,56
2015,United States Grand Prix,Max Verstappen,Intermediate,18,Soft,10,Soft,28,,,,,,,56
2015,United States Grand Prix,Sergio Perez,Intermediate,19,Soft,8,Medium,29,,,,,,,56
2015,United States Grand Prix,Jenson Button,Intermediate,17,Soft,10,Soft,17,Soft,12,,,,,56
2015,United States Grand Prix,Carlos Sainz,Intermediate,19,Soft,8,Medium,16,Soft,13,,,,,56
2015,United States Grand Prix,Pastor Maldonado,Intermediate,18,Soft,9,Soft,16,Soft,13,,,,,56
2015,United States Grand Prix,Felipe Nasr,Intermediate,2,Soft,1,Intermediate,14,Soft,9,Soft,16,Soft,14,56
2015,United States Grand Prix,Daniel Ricciardo,Intermediate,19,Soft,19,Soft,12,Soft,6,,,,,56
2015,United States Grand Prix,Fernando Alonso,Intermediate,1,Intermediate,17,Soft,8,Soft,30,,,,,56
2015,United States Grand Prix,Alexander Rossi,Intermediate,1,Intermediate,16,Soft,10,Medium,29,,,,,56
2015,United States Grand Prix,Daniil Kvyat,Intermediate,19,Soft,19,Medium,,,,,,,,38
2015,United States Grand Prix,Nico Hulkenberg,Intermediate,19,Soft,8,Medium,,,,,,,,27
2015,United States Grand Prix,Marcus Ericsson,Intermediate,16,Soft,3,Soft,,,,,,,,19
2015,United States Grand Prix,Kimi Raikkonen,Intermediate,19,Soft,1,Soft,,,,,,,,20
2015,United States Grand Prix,Felipe Massa,Intermediate,18,Soft,,,,,,,,,,18
2015,United States Grand Prix,Romain Grosjean,Intermediate,1,Intermediate,8,Soft,,,,,,,,9
2015,United States Grand Prix,Valtteri Bottas,Intermediate,1,Soft,3,Intermediate,,,,,,,,4
2015,United States Grand Prix,Will Stevens,Intermediate,,,,,,,,,,,,0
2016,United States Grand Prix,Lewis Hamilton,Soft,11,Soft,20,Medium,25,,,,,,,56
2016,United States Grand Prix,Nico Rosberg,Soft,10,Medium,21,Medium,25,,,,,,,56
2016,United States Grand Prix,Daniel Ricciardo,Super soft,8,Soft,17,Medium,31,,,,,,,56
2016,United States Grand Prix,Sebastian Vettel,Super soft,14,Soft,15,Medium,24,Super soft,3,,,,,56
2016,United States Grand Prix,Fernando Alonso,Soft,11,Medium,19,Medium,26,,,,,,,56
2016,United States Grand Prix,Carlos Sainz,Super soft,11,Soft,19,Soft,26,,,,,,,56
2016,United States Grand Prix,Felipe Massa,Super soft,11,Soft,18,Medium,25,Super soft,1,,,,,55
2016,United States Grand Prix,Sergio Perez,Super soft,10,Medium,17,Medium,28,,,,,,,55
2016,United States Grand Prix,Jenson Button,Super soft,10,Medium,18,Medium,27,,,,,,,55
2016,United States Grand Prix,Romain Grosjean,Super soft,10,Soft,17,Medium,28,,,,,,,55
2016,United States Grand Prix,Kevin Magnussen,Soft,13,Soft,14,Medium,16,Super soft,12,,,,,55
2016,United States Grand Prix,Daniil Kvyat,Soft,21,Medium,34,,,,,,,,,55
2016,United States Grand Prix,Jolyon Palmer,Soft,15,Soft,11,Medium,29,,,,,,,55
2016,United States Grand Prix,Marcus Ericsson,Soft,17,Medium,38,,,,,,,,,55
2016,United States Grand Prix,Felipe Nasr,Medium,29,Soft,26,,,,,,,,,55
2016,United States Grand Prix,Valtteri Bottas,Super soft,1,Soft,19,Medium,35,,,,,,,55
2016,United States Grand Prix,Pascal Wehrlein,Soft,13,Medium,17,Medium,25,,,,,,,55
2016,United States Grand Prix,Esteban Ocon,Medium,17,Soft,9,Soft,18,Super soft,10,,,,,54
2016,United States Grand Prix,Kimi Raikkonen,Super soft,8,Soft,16,Super soft,,,,,,,,24
2016,United States Grand Prix,Max Verstappen,Soft,9,Soft,17,Medium,,,,,,,,26
2016,United States Grand Prix,Esteban Gutierrez,Soft,13,Soft,,,,,,,,,,13
2016,United States Grand Prix,Nico Hulkenberg,Super soft,,,,,,,,,,,,0
2017,United States Grand Prix,Lewis Hamilton,Ultra soft,19,Soft,37,,,,,,,,,56
2017,United States Grand Prix,Sebastian Vettel,Ultra soft,16,Soft,22,Super soft,18,,,,,,,56
2017,United States Grand Prix,Kimi Raikkonen,Ultra soft,20,Soft,36,,,,,,,,,56
2017,United States Grand Prix,Max Verstappen,Super soft,24,Soft,13,Super soft,19,,,,,,,56
2017,United States Grand Prix,Valtteri Bottas,Ultra soft,18,Soft,34,Ultra soft,4,,,,,,,56
2017,United States Grand Prix,Esteban Ocon,Ultra soft,14,Soft,42,,,,,,,,,56
2017,United States Grand Prix,Carlos Sainz,Ultra soft,19,Soft,37,,,,,,,,,56
2017,United States Grand Prix,Sergio Perez,Ultra soft,12,Soft,43,,,,,,,,,55
2017,United States Grand Prix,Felipe Massa,Super soft,29,Ultra soft,26,,,,,,,,,55
2017,United States Grand Prix,Daniil Kvyat,Ultra soft,17,Soft,38,,,,,,,,,55
2017,United States Grand Prix,Lance Stroll,Super soft,10,Soft,26,Ultra soft,19,,,,,,,55
2017,United States Grand Prix,Stoffel Vandoorne,Super soft,25,Ultra soft,30,,,,,,,,,55
2017,United States Grand Prix,Brendon Hartley,Ultra soft,8,Super soft,27,Super soft,20,,,,,,,55
2017,United States Grand Prix,Romain Grosjean,Ultra soft,16,Soft,39,,,,,,,,,55
2017,United States Grand Prix,Marcus Ericsson,Super soft,21,Soft,34,,,,,,,,,55
2017,United States Grand Prix,Kevin Magnussen,Super soft,1,Soft,48,Ultra soft,6,,,,,,,55
2017,United States Grand Prix,Fernando Alonso,Ultra soft,14,Soft,,,,,,,,,,14
2017,United States Grand Prix,Daniel Ricciardo,Ultra soft,12,Super soft,,,,,,,,,,12
2017,United States Grand Prix,Pascal Wehrlein,Soft,3,Soft,,,,,,,,,,3
2017,United States Grand Prix,Nico Hulkenberg,Ultra soft,,,,,,,,,,,,0
