season,raceName,driverRef,first_set,stint_1,second_set,stint_2,third_set,stint_3,fourth_set,stint_4,fifth_set,stint_5,sixth_set,stint_6,total
2016,Malaysian Grand Prix,Daniel Ricciardo,Soft,21,Hard,20,Soft,15,,,,,,,56
2016,Malaysian Grand Prix,Max Verstappen,Soft,9,Soft,18,Hard,14,Soft,15,,,,,56
2016,Malaysian Grand Prix,Nico Rosberg,Soft,9,Hard,22,Hard,10,Soft,15,,,,,56
2016,Malaysian Grand Prix,Kimi Raikkonen,Soft,20,Hard,12,Hard,8,Soft,16,,,,,56
2016,Malaysian Grand Prix,Valtteri Bottas,Medium,29,Hard,27,,,,,,,,,56
2016,Malaysian Grand Prix,Sergio Perez,Soft,9,Medium,23,Hard,24,,,,,,,56
2016,Malaysian Grand Prix,Fernando Alonso,Soft,9,Hard,18,Soft,13,Soft,16,,,,,56
2016,Malaysian Grand Prix,Nico Hulkenberg,Soft,9,Medium,19,Hard,12,Soft,16,,,,,56
2016,Malaysian Grand Prix,Jenson Button,Soft,9,Hard,28,Soft,19,,,,,,,56
2016,Malaysian Grand Prix,Jolyon Palmer,Hard,31,Soft,25,,,,,,,,,56
2016,Malaysian Grand Prix,Carlos Sainz,Soft,20,Hard,17,Soft,19,,,,,,,56
2016,Malaysian Grand Prix,Marcus Ericsson,Soft,21,Soft,16,Hard,18,,,,,,,55
2016,Malaysian Grand Prix,Felipe Massa,Soft,1,Hard,5,Hard,25,Medium,24,,,,,55
2016,Malaysian Grand Prix,Daniil Kvyat,Soft,1,Hard,28,Soft,11,Soft,15,,,,,55
2016,Malaysian Grand Prix,Pascal Wehrlein,Soft,9,Hard,21,Hard,11,Soft,14,,,,,55
2016,Malaysian Grand Prix,Esteban Ocon,Soft,12,Hard,19,Hard,24,,,,,,,55
2016,Malaysian Grand Prix,Felipe Nasr,Medium,32,Hard,14,,,,,,,,,46
2016,Malaysian Grand Prix,Lewis Hamilton,Soft,20,Hard,,,,,,,,,,20
2016,Malaysian Grand Prix,Esteban Gutierrez,Soft,1,Soft,21,Hard,,,,,,,,22
2016,Malaysian Grand Prix,Kevin Magnussen,Medium,1,Hard,,,,,,,,,,1
2016,Malaysian Grand Prix,Romain Grosjean,Soft,,,,,,,,,,,,0
2016,Malaysian Grand Prix,Sebastian Vettel,,,,,,,,,,,,,0
2017,Malaysian Grand Prix,Max Verstappen,Super soft,27,Soft,29,,,,,,,,,56
2017,Malaysian Grand Prix,Lewis Hamilton,Super soft,26,Soft,30,,,,,,,,,56
2017,Malaysian Grand Prix,Daniel Ricciardo,Super soft,29,Soft,27,,,,,,,,,56
2017,Malaysian Grand Prix,Sebastian Vettel,Soft,27,Super soft,29,,,,,,,,,56
2017,Malaysian Grand Prix,Valtteri Bottas,Super soft,28,Soft,28,,,,,,,,,56
2017,Malaysian Grand Prix,Sergio Perez,Super soft,30,Soft,26,,,,,,,,,56
2017,Malaysian Grand Prix,Stoffel Vandoorne,Super soft,13,Soft,42,,,,,,,,,55
2017,Malaysian Grand Prix,Lance Stroll,Super soft,12,Soft,43,,,,,,,,,55
2017,Malaysian Grand Prix,Felipe Massa,Super soft,11,Soft,44,,,,,,,,,55
2017,Malaysian Grand Prix,Esteban Ocon,Super soft,2,Soft,53,,,,,,,,,55
2017,Malaysian Grand Prix,Fernando Alonso,Super soft,26,Soft,29,,,,,,,,,55
2017,Malaysian Grand Prix,Kevin Magnussen,Super soft,10,Soft,45,,,,,,,,,55
2017,Malaysian Grand Prix,Romain Grosjean,Super soft,11,Soft,22,Super soft,22,,,,,,,55
2017,Malaysian Grand Prix,Pierre Gasly,Super soft,12,Soft,43,,,,,,,,,55
2017,Malaysian Grand Prix,Jolyon Palmer,Super soft,13,Soft,42,,,,,,,,,55
2017,Malaysian Grand Prix,Nico Hulkenberg,Super soft,9,Soft,41,Super soft,5,,,,,,,55
2017,Malaysian Grand Prix,Pascal Wehrlein,Soft,37,Super soft,18,,,,,,,,,55
2017,Malaysian Grand Prix,Marcus Ericsson,Soft,38,Super soft,16,,,,,,,,,54
2017,Malaysian Grand Prix,Carlos Sainz,Super soft,,,,,,,,,,,,0
2017,Malaysian Grand Prix,Kimi Raikkonen,Super soft,,,,,,,,,,,,
2015,Mexican Grand Prix,Nico Rosberg,Soft,26,Medium,20,Medium,25,,,,,,,71
2015,Mexican Grand Prix,Lewis Hamilton,Soft,28,Medium,20,Medium,23,,,,,,,71
2015,Mexican Grand Prix,Valtteri Bottas,Soft,8,Medium,45,Medium,18,,,,,,,71
2015,Mexican Grand Prix,Daniil Kvyat,Soft,21,Medium,31,Soft,19,,,,,,,71
2015,Mexican Grand Prix,Daniel Ricciardo,Soft,24,Medium,28,Soft,19,,,,,,,71
2015,Mexican Grand Prix,Felipe Massa,Soft,9,Medium,43,Medium,19,,,,,,,71
2015,Mexican Grand Prix,Nico Hulkenberg,Soft,9,Medium,43,Medium,19,,,,,,,71
2015,Mexican Grand Prix,Sergio Perez,Soft,18,Medium,53,,,,,,,,,71
2015,Mexican Grand Prix,Max Verstappen,Soft,25,Medium,27,Soft,19,,,,,,,71
2015,Mexican Grand Prix,Romain Grosjean,Soft,11,Medium,41,Soft,19,,,,,,,71
2015,Mexican Grand Prix,Pastor Maldonado,Soft,10,Medium,42,Soft,19,,,,,,,71
2015,Mexican Grand Prix,Marcus Ericsson,Soft,10,Medium,29,Medium,12,Soft,20,,,,,71
2015,Mexican Grand Prix,Carlos Sainz,Soft,13,Medium,30,Medium,8,Soft,20,,,,,71
2015,Mexican Grand Prix,Jenson Button,Medium,30,Soft,17,Soft,24,,,,,,,71
2015,Mexican Grand Prix,Alexander Rossi,Soft,27,Medium,23,Soft,19,,,,,,,69
2015,Mexican Grand Prix,Will Stevens,Soft,26,Medium,24,Soft,19,,,,,,,69
2015,Mexican Grand Prix,Felipe Nasr,Soft,12,Medium,32,Medium,7,Soft,,,,,,51
2015,Mexican Grand Prix,Sebastian Vettel,Soft,1,Medium,34,Medium,,,,,,,,35
2015,Mexican Grand Prix,Kimi Raikkonen,Medium,,,,,,,,,,,,0
2015,Mexican Grand Prix,Fernando Alonso,Medium,,,,,,,,,,,,0
2016,Mexican Grand Prix,Lewis Hamilton,Soft,17,Medium,54,,,,,,,,,71
2016,Mexican Grand Prix,Nico Rosberg,Soft,20,Medium,51,,,,,,,,,71
2016,Mexican Grand Prix,Max Verstappen,Super soft,12,Medium,59,,,,,,,,,71
2016,Mexican Grand Prix,Sebastian Vettel,Soft,32,Medium,39,,,,,,,,,71
2016,Mexican Grand Prix,Daniel Ricciardo,Super soft,1,Medium,49,Soft,21,,,,,,,71
2016,Mexican Grand Prix,Kimi Raikkonen,Soft,20,Medium,25,Medium,26,,,,,,,71
2016,Mexican Grand Prix,Nico Hulkenberg,Super soft,14,Medium,57,,,,,,,,,71
2016,Mexican Grand Prix,Valtteri Bottas,Super soft,19,Medium,52,,,,,,,,,71
2016,Mexican Grand Prix,Felipe Massa,Super soft,14,Medium,57,,,,,,,,,71
2016,Mexican Grand Prix,Sergio Perez,Soft,20,Medium,51,,,,,,,,,71
2016,Mexican Grand Prix,Marcus Ericsson,Soft,1,Medium,69,,,,,,,,,70
2016,Mexican Grand Prix,Jenson Button,Soft,17,Medium,53,,,,,,,,,70
2016,Mexican Grand Prix,Fernando Alonso,Soft,16,Medium,29,Soft,25,,,,,,,70
2016,Mexican Grand Prix,Jolyon Palmer,Super soft,1,Medium,69,,,,,,,,,70
2016,Mexican Grand Prix,Carlos Sainz,Super soft,12,Medium,58,,,,,,,,,70
2016,Mexican Grand Prix,Felipe Nasr,Medium,49,Super soft,21,,,,,,,,,70
2016,Mexican Grand Prix,Daniil Kvyat,Soft,13,Soft,34,Super soft,23,,,,,,,70
2016,Mexican Grand Prix,Kevin Magnussen,Soft,12,Medium,39,Super soft,19,,,,,,,70
2016,Mexican Grand Prix,Esteban Gutierrez,Soft,12,Medium,36,Soft,22,,,,,,,70
2016,Mexican Grand Prix,Romain Grosjean,Soft,11,Medium,39,Soft,20,,,,,,,70
2016,Mexican Grand Prix,Esteban Ocon,Soft,15,Medium,54,,,,,,,,,69
2016,Mexican Grand Prix,Pascal Wehrlein,,,,,,,,,,,,,0
2017,Mexican Grand Prix,Max Verstappen,Ultra soft,32,Super soft,39,,,,,,,,,71
2017,Mexican Grand Prix,Valtteri Bottas,Ultra soft,32,Super soft,39,,,,,,,,,71
2017,Mexican Grand Prix,Kimi Raikkonen,Ultra soft,32,Soft,39,,,,,,,,,71
2017,Mexican Grand Prix,Sebastian Vettel,Ultra soft,1,Soft,31,Ultra soft,39,,,,,,,71
2017,Mexican Grand Prix,Esteban Ocon,Ultra soft,20,Soft,50,,,,,,,,,70
2017,Mexican Grand Prix,Lance Stroll,Ultra soft,32,Super soft,38,,,,,,,,,70
2017,Mexican Grand Prix,Sergio Perez,Ultra soft,18,Soft,32,Ultra soft,20,,,,,,,70
2017,Mexican Grand Prix,Kevin Magnussen,Ultra soft,31,Soft,39,,,,,,,,,70
2017,Mexican Grand Prix,Lewis Hamilton,Ultra soft,1,Soft,30,Super soft,39,,,,,,,70
2017,Mexican Grand Prix,Fernando Alonso,Super soft,32,Ultra soft,38,,,,,,,,,70
2017,Mexican Grand Prix,Felipe Massa,Ultra soft,3,Soft,67,,,,,,,,,70
2017,Mexican Grand Prix,Stoffel Vandoorne,Ultra soft,31,Super soft,39,,,,,,,,,70
2017,Mexican Grand Prix,Pierre Gasly,Ultra soft,31,Super soft,39,,,,,,,,,70
2017,Mexican Grand Prix,Pascal Wehrlein,Ultra soft,4,Soft,65,,,,,,,,,69
2017,Mexican Grand Prix,Romain Grosjean,Super soft,31,Soft,31,Ultra soft,7,,,,,,,69
2017,Mexican Grand Prix,Carlos Sainz,Ultra soft,2,Soft,29,Ultra soft,,,,,,,,31
2017,Mexican Grand Prix,Marcus Ericsson,Ultra soft,28,Super soft,,,,,,,,,,28
2017,Mexican Grand Prix,Brendon Hartley,Ultra soft,,,,,,,,,,,,0
2017,Mexican Grand Prix,Nico Hulkenberg,Ultra soft,19,Soft,,,,,,,,,,19
2017,Mexican Grand Prix,Daniel Ricciardo,Ultra soft,,,,,,,,,,,,0
2015,Monaco Grand Prix,Nico Rosberg,Super soft,37,Soft,41,,,,,,,,,78
2015,Monaco Grand Prix,Sebastian Vettel,Super soft,36,Soft,42,,,,,,,,,78
2015,Monaco Grand Prix,Lewis Hamilton,Super soft,38,Soft,27,Super soft,13,,,,,,,78
2015,Monaco Grand Prix,Daniil Kvyat,Super soft,28,Soft,50,,,,,,,,,78
2015,Monaco Grand Prix,Daniel Ricciardo,Super soft,36,Soft,29,Super soft,13,,,,,,,78
2015,Monaco Grand Prix,Kimi Raikkonen,Super soft,37,Soft,41,,,,,,,,,78
2015,Monaco Grand Prix,Sergio Perez,Super soft,36,Soft,28,Super soft,14,,,,,,,78
2015,Monaco Grand Prix,Jenson Button,Super soft,35,Soft,29,Super soft,14,,,,,,,78
2015,Monaco Grand Prix,Felipe Nasr,Super soft,18,Soft,46,Super soft,14,,,,,,,78
2015,Monaco Grand Prix,Carlos Sainz,Super soft,12,Soft,66,,,,,,,,,78
2015,Monaco Grand Prix,Nico Hulkenberg,Soft,1,Super soft,30,Soft,37,,,,,,,68
2015,Monaco Grand Prix,Romain Grosjean,Super soft,17,Soft,61,,,,,,,,,78
2015,Monaco Grand Prix,Marcus Ericsson,Super soft,14,Soft,24,Super soft,31,Super soft,9,,,,,78
2015,Monaco Grand Prix,Valtteri Bottas,Soft,14,Super soft,42,Super soft,22,,,,,,,78
2015,Monaco Grand Prix,Felipe Massa,Super soft,1,Soft,38,Super soft,23,Super soft,15,,,,,77
2015,Monaco Grand Prix,Roberto Merhi,Soft,35,Super soft,41,,,,,,,,,76
2015,Monaco Grand Prix,Will Stevens,Soft,33,Super soft,43,,,,,,,,,76
2015,Monaco Grand Prix,Max Verstappen,Super soft,29,Soft,17,Super soft,,,,,,,,46
2015,Monaco Grand Prix,Fernando Alonso,Soft,32,Super soft,,,,,,,,,,32
2015,Monaco Grand Prix,Pastor Maldonado,Super soft,,,,,,,,,,,,0
2016,Monaco Grand Prix,Lewis Hamilton,Wet,31,Ultra soft,47,,,,,,,,,78
2016,Monaco Grand Prix,Daniel Ricciardo,Wet,23,Intermediate,9,Super soft,46,,,,,,,78
2016,Monaco Grand Prix,Sergio Perez,Wet,21,Intermediate,9,Soft,48,,,,,,,78
2016,Monaco Grand Prix,Sebastian Vettel,Wet,13,Intermediate,18,Soft,47,,,,,,,78
2016,Monaco Grand Prix,Fernando Alonso,Wet,14,Intermediate,18,Super soft,46,,,,,,,78
2016,Monaco Grand Prix,Nico Hulkenberg,Wet,15,Intermediate,16,Soft,47,,,,,,,78
2016,Monaco Grand Prix,Nico Rosberg,Wet,20,Intermediate,11,Ultra soft,47,,,,,,,78
2016,Monaco Grand Prix,Carlos Sainz,Wet,21,Intermediate,10,Super soft,46,,,,,,,77
2016,Monaco Grand Prix,Jenson Button,Wet,8,Intermediate,22,Super soft,47,,,,,,,77
2016,Monaco Grand Prix,Felipe Massa,Wet,20,Intermediate,12,Super soft,45,,,,,,,77
2016,Monaco Grand Prix,Valtteri Bottas,Wet,15,Intermediate,15,Super soft,19,Ultra soft,28,,,,,77
2016,Monaco Grand Prix,Esteban Gutierrez,Wet,16,Intermediate,16,Ultra soft,45,,,,,,,77
2016,Monaco Grand Prix,Pascal Wehrlein,Wet,31,Ultra soft,45,,,,,,,,,76
2016,Monaco Grand Prix,Romain Grosjean,Wet,15,Intermediate,15,Ultra soft,46,,,,,,,76
2016,Monaco Grand Prix,Rio Haryanto,Wet,11,Intermediate,23,Ultra soft,13,Ultra soft,27,,,,,74
2016,Monaco Grand Prix,Marcus Ericsson,Wet,11,Intermediate,18,Ultra soft,20,Ultra soft,,,,,,49
2016,Monaco Grand Prix,Felipe Nasr,Wet,8,Intermediate,24,Ultra soft,,,,,,,,32
2016,Monaco Grand Prix,Max Verstappen,Wet,12,Intermediate,19,Soft,,,,,,,,31
2016,Monaco Grand Prix,Kevin Magnussen,Wet,7,Intermediate,14,Intermediate,8,Super soft,,,,,,29
2016,Monaco Grand Prix,Daniil Kvyat,Wet,7,Intermediate,,,,,,,,,,7
2016,Monaco Grand Prix,Kimi Raikkonen,Wet,,,,,,,,,,,,0
2016,Monaco Grand Prix,Jolyon Palmer,Wet,,,,,,,,,,,,0
2017,Monaco Grand Prix,Sebastian Vettel,Ultra soft,39,Super soft,39,,,,,,,,,78
2017,Monaco Grand Prix,Kimi Raikkonen,Ultra soft,34,Super soft,44,,,,,,,,,78
2017,Monaco Grand Prix,Daniel Ricciardo,Ultra soft,38,Super soft,40,,,,,,,,,78
2017,Monaco Grand Prix,Valtteri Bottas,Ultra soft,33,Super soft,45,,,,,,,,,78
2017,Monaco Grand Prix,Max Verstappen,Ultra soft,32,Super soft,28,Ultra soft,18,,,,,,,78
2017,Monaco Grand Prix,Carlos Sainz,Ultra soft,37,Super soft,41,,,,,,,,,78
2017,Monaco Grand Prix,Lewis Hamilton,Ultra soft,46,Super soft,32,,,,,,,,,78
2017,Monaco Grand Prix,Romain Grosjean,Ultra soft,40,Super soft,38,,,,,,,,,78
2017,Monaco Grand Prix,Felipe Massa,Ultra soft,38,Super soft,24,Ultra soft,16,,,,,,,78
2017,Monaco Grand Prix,Kevin Magnussen,Ultra soft,37,Super soft,5,Ultra soft,36,,,,,,,78
2017,Monaco Grand Prix,Jolyon Palmer,Ultra soft,42,Super soft,36,,,,,,,,,78
2017,Monaco Grand Prix,Esteban Ocon,Ultra soft,36,Super soft,3,Ultra soft,21,Ultra soft,18,,,,,78
2017,Monaco Grand Prix,Sergio Perez,Ultra soft,16,Super soft,47,Ultra soft,9,Ultra soft,6,,,,,78
2017,Monaco Grand Prix,Daniil Kvyat,Ultra soft,36,Super soft,,,,,,,,,,36
2017,Monaco Grand Prix,Lance Stroll,Ultra soft,41,Super soft,26,Ultra soft,,,,,,,,67
2017,Monaco Grand Prix,Stoffel Vandoorne,Ultra soft,43,Super soft,,,,,,,,,,43
2017,Monaco Grand Prix,Marcus Ericsson,Super soft,35,Ultra soft,,,,,,,,,,35
2017,Monaco Grand Prix,Pascal Wehrlein,Super soft,1,Ultra soft,,,,,,,,,,1
2017,Monaco Grand Prix,Jenson Button,Ultra soft,1,Super soft,38,Ultra soft,,,,,,,,39
2017,Monaco Grand Prix,Nico Hulkenberg,Ultra soft,,,,,,,,,,,,0
2015,Russian Grand Prix,Lewis Hamilton,Super soft,32,Soft,21,,,,,,,,,53
2015,Russian Grand Prix,Sebastian Vettel,Super soft,30,Soft,23,,,,,,,,,53
2015,Russian Grand Prix,Sergio Perez,Super soft,12,Soft,41,,,,,,,,,53
2015,Russian Grand Prix,Felipe Massa,Soft,30,Super soft,23,,,,,,,,,53
2015,Russian Grand Prix,Kimi Raikkonen,Super soft,31,Soft,22,,,,,,,,,53
2015,Russian Grand Prix,Daniil Kvyat,Super soft,33,Soft,20,,,,,,,,,53
2015,Russian Grand Prix,Felipe Nasr,Super soft,34,Soft,19,,,,,,,,,53
2015,Russian Grand Prix,Pastor Maldonado,Soft,30,Super soft,23,,,,,,,,,53
2015,Russian Grand Prix,Jenson Button,Super soft,12,Soft,41,,,,,,,,,53
2015,Russian Grand Prix,Fernando Alonso,Soft,13,Super soft,40,,,,,,,,,53
2015,Russian Grand Prix,Max Verstappen,Soft,1,Soft,23,Super soft,29,,,,,,,53
2015,Russian Grand Prix,Valtteri Bottas,Super soft,26,Soft,26,,,,,,,,,52
2015,Russian Grand Prix,Roberto Merhi,Super soft,13,Soft,39,,,,,,,,,52
2015,Russian Grand Prix,Will Stevens,Super soft,14,Soft,3,Super soft,34,,,,,,,51
2015,Russian Grand Prix,Daniel Ricciardo,Super soft,12,Soft,,,,,,,,,,12
2015,Russian Grand Prix,Carlos Sainz,Super soft,12,Soft,,,,,,,,,,12
2015,Russian Grand Prix,Romain Grosjean,Soft,1,Soft,,,,,,,,,,1
2015,Russian Grand Prix,Nico Rosberg,Super soft,,,,,,,,,,,,0
2015,Russian Grand Prix,Nico Hulkenberg,,,,,,,,,,,,,0
2015,Russian Grand Prix,Marcus Ericsson,,,,,,,,,,,,,0
2016,Russian Grand Prix,Nico Rosberg,Super soft,21,Soft,32,,,,,,,,,53
2016,Russian Grand Prix,Lewis Hamilton,Super soft,17,Soft,36,,,,,,,,,53
2016,Russian Grand Prix,Kimi Raikkonen,Super soft,20,Soft,33,,,,,,,,,53
2016,Russian Grand Prix,Valtteri Bottas,Super soft,16,Soft,37,,,,,,,,,53
2016,Russian Grand Prix,Felipe Massa,Super soft,18,Soft,28,Super soft,7,,,,,,,53
2016,Russian Grand Prix,Fernando Alonso,Super soft,21,Soft,31,,,,,,,,,52
2016,Russian Grand Prix,Kevin Magnussen,Super soft,16,Soft,36,,,,,,,,,52
2016,Russian Grand Prix,Romain Grosjean,Super soft,17,Soft,35,,,,,,,,,52
2016,Russian Grand Prix,Sergio Perez,Super soft,1,Soft,26,Soft,25,,,,,,,52
2016,Russian Grand Prix,Jenson Button,Super soft,20,Soft,32,,,,,,,,,52
2016,Russian Grand Prix,Carlos Sainz,Super soft,11,Soft,41,,,,,,,,,52
2016,Russian Grand Prix,Daniel Ricciardo,Super soft,1,Medium,28,Soft,23,,,,,,,52
2016,Russian Grand Prix,Jolyon Palmer,Super soft,14,Soft,38,,,,,,,,,52
2016,Russian Grand Prix,Marcus Ericsson,Soft,1,Super soft,27,Super soft,24,,,,,,,52
2016,Russian Grand Prix,Daniil Kvyat,Super soft,1,Medium,51,,,,,,,,,52
2016,Russian Grand Prix,Felipe Nasr,Super soft,12,Soft,40,,,,,,,,,52
2016,Russian Grand Prix,Esteban Gutierrez,Soft,1,Medium,8,Medium,43,,,,,,,52
2016,Russian Grand Prix,Pascal Wehrlein,Super soft,13,Soft,26,Super soft,12,,,,,,,51
2016,Russian Grand Prix,Max Verstappen,Super soft,22,Soft,,,,,,,,,,22
2016,Russian Grand Prix,Sebastian Vettel,Super soft,,,,,,,,,,,,0
2016,Russian Grand Prix,Nico Hulkenberg,Super soft,,,,,,,,,,,,0
2016,Russian Grand Prix,Rio Haryanto,Super soft,,,,,,,,,,,,0
2017,Russian Grand Prix,Valtteri Bottas,Ultra soft,27,Super soft,25,,,,,,,,,52
2017,Russian Grand Prix,Sebastian Vettel,Ultra soft,34,Super soft,18,,,,,,,,,52
2017,Russian Grand Prix,Kimi Raikkonen,Ultra soft,29,Super soft,23,,,,,,,,,52
2017,Russian Grand Prix,Lewis Hamilton,Ultra soft,30,Super soft,22,,,,,,,,,52
2017,Russian Grand Prix,Max Verstappen,Ultra soft,29,Super soft,23,,,,,,,,,52
2017,Russian Grand Prix,Sergio Perez,Ultra soft,27,Super soft,25,,,,,,,,,52
2017,Russian Grand Prix,Esteban Ocon,Ultra soft,26,Super soft,26,,,,,,,,,52
2017,Russian Grand Prix,Nico Hulkenberg,Ultra soft,40,Super soft,12,,,,,,,,,52
2017,Russian Grand Prix,Felipe Massa,Ultra soft,21,Super soft,20,Ultra soft,10,,,,,,,51
2017,Russian Grand Prix,Carlos Sainz,Ultra soft,24,Super soft,27,,,,,,,,,51
2017,Russian Grand Prix,Lance Stroll,Ultra soft,26,Super soft,25,,,,,,,,,51
2017,Russian Grand Prix,Daniil Kvyat,Ultra soft,21,Super soft,30,,,,,,,,,51
2017,Russian Grand Prix,Kevin Magnussen,Ultra soft,21,Super soft,30,,,,,,,,,51
2017,Russian Grand Prix,Stoffel Vandoorne,Super soft,1,Ultra soft,23,Ultra soft,27,,,,,,,51
2017,Russian Grand Prix,Marcus Ericsson,Super soft,1,Ultra soft,20,Ultra soft,30,,,,,,,51
2017,Russian Grand Prix,Pascal Wehrlein,Super soft,2,Ultra soft,18,Ultra soft,30,,,,,,,50
2017,Russian Grand Prix,Daniel Ricciardo,Ultra soft,,,,,,,,,,,,0
2017,Russian Grand Prix,Jolyon Palmer,,,,,,,,,,,,,
2017,Russian Grand Prix,Romain Grosjean,,,,,,,,,,,,,
2017,Russian Grand Prix,Fernando Alonso,,,,,,,,,,,,,
2015,Singapore Grand Prix,Sebastian Vettel,Super soft,13,Super soft,24,Soft,24,,,,,,,61
2015,Singapore Grand Prix,Daniel Ricciardo,Super soft,13,Super soft,24,Soft,24,,,,,,,61
2015,Singapore Grand Prix,Kimi Raikkonen,Super soft,13,Super soft,24,Soft,24,,,,,,,61
2015,Singapore Grand Prix,Nico Rosberg,Super soft,13,Soft,24,Soft,24,,,,,,,61
2015,Singapore Grand Prix,Valtteri Bottas,Super soft,13,Super soft,24,Soft,24,,,,,,,61
2015,Singapore Grand Prix,Daniil Kvyat,Super soft,12,Super soft,21,Soft,28,,,,,,,61
2015,Singapore Grand Prix,Sergio Perez,Super soft,13,Soft,21,Soft,27,,,,,,,61
2015,Singapore Grand Prix,Max Verstappen,Super soft,12,Soft,24,Super soft,25,,,,,,,61
2015,Singapore Grand Prix,Carlos Sainz,Super soft,10,Soft,18,Super soft,9,Soft,24,,,,,61
2015,Singapore Grand Prix,Felipe Nasr,Super soft,13,Soft,21,Soft,27,,,,,,,61
2015,Singapore Grand Prix,Marcus Ericsson,Super soft,10,Soft,18,Super soft,8,Soft,25,,,,,61
2015,Singapore Grand Prix,Pastor Maldonado,Super soft,10,Super soft,17,Soft,27,Super soft,7,,,,,61
2015,Singapore Grand Prix,Romain Grosjean,Super soft,9,Soft,17,Soft,33,,,,,,,59
2015,Singapore Grand Prix,Alexander Rossi,Super soft,13,Soft,23,Super soft,23,,,,,,,59
2015,Singapore Grand Prix,Will Stevens,Super soft,14,Soft,23,Super soft,22,,,,,,,59
2015,Singapore Grand Prix,Jenson Button,Super soft,13,Soft,24,Soft,4,Super soft,11,,,,,52
2015,Singapore Grand Prix,Fernando Alonso,Super soft,10,Soft,22,,,,,,,,,32
2015,Singapore Grand Prix,Lewis Hamilton,Super soft,13,Soft,19,,,,,,,,,32
2015,Singapore Grand Prix,Felipe Massa,Super soft,12,Soft,2,Soft,15,Soft,1,,,,,30
2015,Singapore Grand Prix,Nico Hulkenberg,Super soft,11,Soft,1,,,,,,,,,12
2016,Singapore Grand Prix,Nico Rosberg,Ultra soft,16,Soft,17,Soft,28,,,,,,,61
2016,Singapore Grand Prix,Daniel Ricciardo,Super soft,15,Super soft,17,Soft,15,Super soft,14,,,,,61
2016,Singapore Grand Prix,Lewis Hamilton,Ultra soft,15,Soft,19,Soft,11,Super soft,16,,,,,61
2016,Singapore Grand Prix,Kimi Raikkonen,Ultra soft,17,Super soft,16,Soft,13,Ultra soft,15,,,,,61
2016,Singapore Grand Prix,Sebastian Vettel,Soft,24,Ultra soft,18,Ultra soft,19,,,,,,,61
2016,Singapore Grand Prix,Max Verstappen,Super soft,13,Super soft,14,Super soft,17,Soft,17,,,,,61
2016,Singapore Grand Prix,Fernando Alonso,Ultra soft,14,Super soft,20,Soft,27,,,,,,,61
2016,Singapore Grand Prix,Sergio Perez,Ultra soft,1,Soft,24,Soft,36,,,,,,,61
2016,Singapore Grand Prix,Daniil Kvyat,Ultra soft,15,Super soft,22,Super soft,24,,,,,,,61
2016,Singapore Grand Prix,Kevin Magnussen,Ultra soft,17,Super soft,21,Super soft,23,,,,,,,61
2016,Singapore Grand Prix,Esteban Gutierrez,Ultra soft,18,Ultra soft,18,Soft,24,,,,,,,60
2016,Singapore Grand Prix,Felipe Massa,Ultra soft,16,Super soft,12,Ultra soft,15,Ultra soft,17,,,,,60
2016,Singapore Grand Prix,Felipe Nasr,Super soft,17,Super soft,18,Soft,25,,,,,,,60
2016,Singapore Grand Prix,Carlos Sainz,Ultra soft,7,Super soft,20,Soft,21,Ultra soft,12,,,,,60
2016,Singapore Grand Prix,Jolyon Palmer,Super soft,11,Super soft,23,Soft,26,,,,,,,60
2016,Singapore Grand Prix,Pascal Wehrlein,Ultra soft,18,Super soft,18,Ultra soft,24,,,,,,,60
2016,Singapore Grand Prix,Marcus Ericsson,Ultra soft,8,Super soft,17,Ultra soft,11,Soft,24,,,,,60
2016,Singapore Grand Prix,Esteban Ocon,Ultra soft,19,Ultra soft,15,Super soft,11,Super soft,14,,,,,59
2016,Singapore Grand Prix,Jenson Button,Ultra soft,1,Super soft,14,Ultra soft,12,Soft,16,,,,,43
2016,Singapore Grand Prix,Valtteri Bottas,Ultra soft,1,Soft,14,Super soft,15,Ultra soft,2,Ultra soft,,,,32
2016,Singapore Grand Prix,Nico Hulkenberg,Soft,,,,,,,,,,,,
2016,Singapore Grand Prix,Romain Grosjean,,,,,,,,,,,,,
2017,Singapore Grand Prix,Lewis Hamilton,Intermediate,29,Ultra soft,29,,,,,,,,,58
2017,Singapore Grand Prix,Daniel Ricciardo,Intermediate,11,Intermediate,17,Ultra soft,30,,,,,,,58
2017,Singapore Grand Prix,Valtteri Bottas,Intermediate,28,Ultra soft,30,,,,,,,,,58
2017,Singapore Grand Prix,Carlos Sainz,Intermediate,27,Super soft,31,,,,,,,,,58
2017,Singapore Grand Prix,Sergio Perez,Wet,11,Intermediate,17,Ultra soft,30,,,,,,,58
2017,Singapore Grand Prix,Jolyon Palmer,Wet,12,Intermediate,17,Ultra soft,29,,,,,,,58
2017,Singapore Grand Prix,Stoffel Vandoorne,Wet,12,Intermediate,15,Ultra soft,31,,,,,,,58
2017,Singapore Grand Prix,Lance Stroll,Intermediate,26,Ultra soft,32,,,,,,,,,58
2017,Singapore Grand Prix,Romain Grosjean,Intermediate,27,Ultra soft,31,,,,,,,,,58
2017,Singapore Grand Prix,Esteban Ocon,Wet,11,Intermediate,16,Ultra soft,11,Ultra soft,20,,,,,58
2017,Singapore Grand Prix,Felipe Massa,Wet,17,Intermediate,7,Ultra soft,13,Ultra soft,21,,,,,58
